EditorID,Path,Field Name,Signature,Value
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetWaterAbundance03Oceanic "Oceanic" [KYWD:00295EC9]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetType05Ice "Ice" [KYWD:00295ECF]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #1>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #2,Component #2,BFCB,Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #2>BFCB - Component Type,BFCB - Component Type,BFCB,TESFullName_Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #2>Component Data - Fullname,Component Data - Fullname,FULL,Component Data - Fullname
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #2>Component Data - Fullname>FULL - Name,FULL - Name,FULL,Agamon B
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #2>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3,Component #3,BFCB,Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3>BFCB - Component Type,BFCB - Component Type,BFCB,TESModel_Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3>Component Data - Planet Model,Component Data - Planet Model,MODL,Component Data - Planet Model
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3>Component Data - Planet Model>MODL - Model,MODL - Model,MODL,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3>Component Data - Planet Model>FLLD - Light Layer,FLLD - Light Layer,FLLD,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3>Component Data - Planet Model>FLLD - Light Layer>Default Light Layer,Default Light Layer,Unknown,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #3>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Base Form Components>Component #4,Component #4,BFCB,Component
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>CNAM - Master Worldspaces,CNAM - Master Worldspaces,CNAM,CNAM - Master Worldspaces
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes,Biomes,PPBD,Biomes
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0,PPBD - Biome #0,PPBD,PPBD - Biome
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Biome,Biome,Unknown,FrozenNoLife03 "Frozen Mountains" [BIOM:000FC61E]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Chance,Chance,Unknown,100.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Unknown,Unknown,Unknown,BC BA 32 41
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Resource Generation,Resource Generation,Unknown,NULL - Null Reference [00000000]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Fauna,Fauna,Unknown,Fauna
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Keywords,Keywords,Unknown,Keywords
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Flora,Flora,Unknown,Flora
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Flora>Count,Count,Unknown,0
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Flora>Entry Size,Entry Size,Unknown,9
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Flora>Entries,Entries,Unknown,Entries
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Biomes>PPBD - Biome #0>Unknown,Unknown,Unknown,Unknown
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>FNAM - Surface Tree,FNAM - Surface Tree,FNAM,AgamonBSurfaceTree [SFTR:000478A7]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>GNAM - Scan Worldspace Multiplier,GNAM - Scan Worldspace Multiplier,GNAM,0.470000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body,Body,BDST,Body
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>BDST - Marker,BDST - Marker,BDST,BDST - Marker
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ANAM - Name,ANAM - Name,ANAM,Agamon B
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>CNAM - Body type,CNAM - Body type,CNAM,Moon
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>DNAM - Space Cell,DNAM - Space Cell,DNAM,DNAM - Space Cell
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>DNAM - Space Cell>Cell EditorID,Cell EditorID,Unknown,Cell EditorID
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>DNAM - Space Cell>Is Unique,Is Unique,Unknown,False
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data,ENAM - Orbital Data,ENAM,ENAM - Orbital Data
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Major Axis,Major Axis,Unknown,106887.7122
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Minor Axis,Minor Axis,Unknown,106887.5492
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Aphelion,Aphelion,Unknown,107095.0137
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Eccentricity,Eccentricity,Unknown,0.0019
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Incline,Incline,Unknown,0.000733038306236267
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Mean Orbit,Mean Orbit,Unknown,106888
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Axial Tilt,Axial Tilt,Unknown,0.069800
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Rotational Velocity,Rotational Velocity,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Start Angle,Start Angle,Unknown,0.0000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Perihelion Angle,Perihelion Angle,Unknown,0.0000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Apply Orbital Velocity,Apply Orbital Velocity,Unknown,True
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Geostationary Orbit,Geostationary Orbit,Unknown,True
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>ENAM - Orbital Data>Unused,Unused,Unknown,00 00 00 00 00 00
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>FNAM - Orbited Data,FNAM - Orbited Data,FNAM,FNAM - Orbited Data
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>FNAM - Orbited Data>Gravity Well,Gravity Well,Unknown,9061000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>FNAM - Orbited Data>Mass (in Earth Masses),Mass (in Earth Masses),Unknown,0.100
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>FNAM - Orbited Data>Radius in km,Radius in km,Unknown,3659.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>FNAM - Orbited Data>Surface Gravity,Surface Gravity,Unknown,0.300000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>FNAM - Orbited Data>Unknown,Unknown,Unknown,D7 00 00 00
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>GNAM - Galaxy Data,GNAM - Galaxy Data,GNAM,GNAM - Galaxy Data
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>GNAM - Galaxy Data>Star System ID,Star System ID,Unknown,72432 (Cheyenne)
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>GNAM - Galaxy Data>Parent Planet ID,Parent Planet ID,Unknown,6
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>GNAM - Galaxy Data>Planet ID,Planet ID,Unknown,21
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown,HNAM - Unknown,HNAM,HNAM - Unknown
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Unknown,Unknown,Unknown,00 00 00 00
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Spectral Class,Spectral Class,Unknown,G8
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Catalogue ID,Catalogue ID,Unknown,Gl 566A
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Life,Life,Unknown,Life
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Magnetosphere,Magnetosphere,Unknown,Magnetosphere
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Mass in kg,Mass in kg,Unknown,5.99E+23
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Type,Type,Unknown,Ice
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Settled star,Settled star,Unknown,Cheyenne
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Special,Special,Unknown,Special
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Perihelion,Perihelion,Unknown,86719.98634
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Star Dist,Star Dist,Unknown,6.7123
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Density,Density,Unknown,2.920000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Heat,Heat,Unknown,-93.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Hydro,Hydro,Unknown,60.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Inner HZ,Inner HZ,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Outer HZ,Outer HZ,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Peri. Angle,Peri. Angle,Unknown,349.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Unknown,Unknown,Unknown,FE FF FF FF
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Start angle in deg,Start angle in deg,Unknown,24.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Year length in days,Year length in days,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Asteroids,Asteroids,Unknown,0
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Geostationary,Geostationary,Unknown,False
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Random Seed,Random Seed,Unknown,809986651
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>HNAM - Unknown>Rings,Rings,Unknown,False
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>INAM - Atmosphere Data,INAM - Atmosphere Data,INAM,INAM - Atmosphere Data
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>INAM - Atmosphere Data>Atmosphere,Atmosphere,Unknown,AtmoNoneFrozen [ATMO:0000AC31]
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>INAM - Atmosphere Data>Avg Density Frac.,Avg Density Frac.,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>INAM - Atmosphere Data>Rayleight Scattering Coefficient,Rayleight Scattering Coefficient,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>INAM - Atmosphere Data>Mie Scattering Coefficient,Mie Scattering Coefficient,Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise,KNAM - Biome Noise,KNAM,KNAM - Biome Noise
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise>Noise Filename,Noise Filename,Unknown,Noise Filename
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise>Biome Frequency,Biome Frequency,Unknown,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise>Terrain Height Frequency,Terrain Height Frequency,Unknown,1
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise>Noise Type,Noise Type,Unknown,0
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise>Terrain Height Seed,Terrain Height Seed,Unknown,0
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>KNAM - Biome Noise>Terrain Max Height (m),Terrain Max Height (m),Unknown,0.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>NNAM - Player Knowlege,NNAM - Player Knowlege,NNAM,0000000000000000000000000000000000000000000000000000000000000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>Body>BDED - Marker,BDED - Marker,BDED,BDED - Marker
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>TEMP - Temperature in C,TEMP - Temperature in C,TEMP,-191.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>DENS - Density,DENS - Density,DENS,2.920000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>PHLA - Perihelion Angle (Deg),PHLA - Perihelion Angle (Deg),PHLA,349.000000
AgamonBPlanetData,AgamonBPlanetData [PNDT:0005E2C8]>RSCS - Resource Creation Seed,RSCS - Resource Creation Seed,RSCS,1195039903
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header,Record Header,Unknown,Record Header
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Signature,Signature,Unknown,PNDT
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Data Size,Data Size,Unknown,19180
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Record Flags,Record Flags,Unknown,0000000000000000001
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Record Flags>Compressed,Compressed,Unknown,1
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>FormID,FormID,Unknown,AgamonCPlanetData [PNDT:0005E2C7]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Version Control Info 1,Version Control Info 1,Unknown,F2 32 20 00
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Form Version,Form Version,Unknown,576
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Record Header>Version Control Info 2,Version Control Info 2,Unknown,08 00
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>EDID - Editor ID,EDID - Editor ID,EDID,AgamonCPlanetData
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components,Base Form Components,Unknown,Base Form Components
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0,Component #0,BFCB,Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>BFCB - Component Type,BFCB - Component Type,BFCB,TESPlanetModel_Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model,Component Data - Planet Model,MODL,Component Data - Planet Model
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>MODL - Model,MODL - Model,MODL,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>FLLD - Light Layer,FLLD - Light Layer,FLLD,1
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>FLLD - Light Layer>Default Light Layer,Default Light Layer,Unknown,1
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown,XMPM - Unknown,XMPM,XMPM - Unknown
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown,Unknown,Unknown,Unknown
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown #0,Unknown #0,Unknown,default
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown,Unknown,Unknown,Unknown
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown,Unknown,Unknown,Unknown
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>Resource:ID,Resource:ID,Unknown,planet_mesh:0
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>File Hash,File Hash,Unknown,719376814
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>Extension,Extension,Unknown,mat
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>Component Data - Planet Model>XMPM - Unknown>Unknown>Unknown>Folder Hash,Folder Hash,Unknown,602692120
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #0>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1,Component #1,BFCB,Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>BFCB - Component Type,BFCB - Component Type,BFCB,BGSKeywordForm_Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords,Component Data - Keywords,Unknown,Component Data - Keywords
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords,Keywords,KSIZ,Keywords
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KSIZ - Keyword Count,KSIZ - Keyword Count,KSIZ,11
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords,KWDA - Keywords,KWDA,KWDA - Keywords
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetMagnetosphereType00None "None" [KYWD:00290FD1]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFaunaProbability00None "None" [KYWD:00295E9D]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFloraProbability00None "None" [KYWD:00295EA1]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetAtmosphereType00None "None" [KYWD:00295EAA]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFaunaAbundance00None "None" [KYWD:00295EAF]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetFloraAbundance00None "None" [KYWD:00295EB4]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetWaterQuality01Safe "Safe" [KYWD:00295EB8]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetGravity00Low "Low" [KYWD:00295EBD]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetTemperature00DeepFreeze "Deep Freeze" [KYWD:00295EC8]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetWaterAbundance03Oceanic "Oceanic" [KYWD:00295EC9]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>Component Data - Keywords>Keywords>KWDA - Keywords>Keyword,Keyword,Unknown,PlanetType05Ice "Ice" [KYWD:00295ECF]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #1>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #2,Component #2,BFCB,Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #2>BFCB - Component Type,BFCB - Component Type,BFCB,TESFullName_Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #2>Component Data - Fullname,Component Data - Fullname,FULL,Component Data - Fullname
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #2>Component Data - Fullname>FULL - Name,FULL - Name,FULL,Agamon C
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #2>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3,Component #3,BFCB,Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3>BFCB - Component Type,BFCB - Component Type,BFCB,TESModel_Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3>Component Data - Planet Model,Component Data - Planet Model,MODL,Component Data - Planet Model
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3>Component Data - Planet Model>MODL - Model,MODL - Model,MODL,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3>Component Data - Planet Model>FLLD - Light Layer,FLLD - Light Layer,FLLD,1
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3>Component Data - Planet Model>FLLD - Light Layer>Default Light Layer,Default Light Layer,Unknown,1
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #3>BFCE - End Marker,BFCE - End Marker,BFCE,BFCE - End Marker
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Base Form Components>Component #4,Component #4,BFCB,Component
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>CNAM - Master Worldspaces,CNAM - Master Worldspaces,CNAM,CNAM - Master Worldspaces
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes,Biomes,PPBD,Biomes
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0,PPBD - Biome #0,PPBD,PPBD - Biome
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Biome,Biome,Unknown,FrozenNoLife04 "Frozen Dunes" [BIOM:000A86DB]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Chance,Chance,Unknown,100.000000
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Unknown,Unknown,Unknown,AA 46 50 B6
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Resource Generation,Resource Generation,Unknown,NULL - Null Reference [00000000]
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Fauna,Fauna,Unknown,Fauna
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Keywords,Keywords,Unknown,Keywords
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Flora,Flora,Unknown,Flora
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Flora>Count,Count,Unknown,0
AgamonCPlanetData,AgamonCPlanetData [PNDT:0005E2C7]>Biomes>PPBD - Biome #0>Flora>Entry Size,Entry Size,Unknown,9
