EditorID,BaseMesh,PlanetMat_int,AtmoMat_int,AtmoMatOuter_int,FULL_Name,SurfaceTree,ScanMult,ANAM_Name,BodyType,MajorAxis,MinorAxis,Aphelion,Eccentricity,Incline_r,MeanOrbit,AxialTilt_r,RotationalVelocity,StartAngle,ApplyOrbitalVelocity,GeostationaryOrbit,GravityWell,Mass_Earth,Radius_km,SurfaceGravity,SystemID,ParentID,PlanetID,Life,Magnetosphere,PlanetType,Density,SettledStar,Special,HasRings,AtmosphereForm,AtmoFrac,AtmoRay,AtmoMie,BiomeNoiseFile,BNoiseType,THeightSeed,TMaxHeight_m,TemperatureC,PlanetaryRingType_kw,PlanetNotLandable_kw,DisableWaterOnPlanet_kw,LocTypeNoHumanPresence_kw,LocTypeNoPCMScanTreeContent_kw,FaunaExists_kw,Magnetosphere_kw,FaunaProbability_kw,FloraProbability_kw,Atmosphere_kw,FaunaAbundance_kw,FloraAbundance_kw,WaterQuality_kw,Gravity_kw,Pressure_kw,Temperature_kw,WaterAbundance_kw,PlanetType_kw,PlanetTrait01_kw,PlanetTrait02_kw,PlanetTrait03_kw,PlanetTrait04_kw,PlanetTrait05_kw,PlanetTrait06_kw,PlanetTrait07_kw,PlanetTrait08_kw,PlanetTrait09_kw,PlanetTrait10_kw,PlanetTrait11_kw,PlanetTrait12_kw,PlanetTrait13_kw,PlanetTrait14_kw,PlanetTrait15_kw,PlanetTrait16_kw,PlanetTrait17_kw,PlanetTrait18_kw,PlanetTrait19_kw,PlanetTrait20_kw,PlanetTrait21_kw,PlanetTrait22_kw,PlanetTrait23_kw,PlanetTrait24_kw,PlanetTrait25_kw,Biome0_Name,Biome0_Chance,Biome0_Fauna0,Biome0_Fauna1,Biome0_Fauna2,Biome0_Fauna3,Biome0_Fauna4,Biome0_Fauna5,Biome0_Fauna6,Biome0_Fauna7,Biome0_FloraCount,Biome0_Flora0_Frequency,Biome0_Flora0_Name,Biome0_Flora0_Resource,Biome0_Flora1_Frequency,Biome0_Flora1_Name,Biome0_Flora1_Resource,Biome0_Flora2_Frequency,Biome0_Flora2_Name,Biome0_Flora2_Resource,Biome0_Flora3_Frequency,Biome0_Flora3_Name,Biome0_Flora3_Resource,Biome0_Flora4_Frequency,Biome0_Flora4_Name,Biome0_Flora4_Resource,Biome1_Name,Biome1_Chance,Biome1_Fauna0,Biome1_Fauna1,Biome1_Fauna2,Biome1_Fauna3,Biome1_Fauna4,Biome1_Fauna5,Biome1_Fauna6,Biome1_Fauna7,Biome1_FloraCount,Biome1_Flora0_Frequency,Biome1_Flora0_Name,Biome1_Flora0_Resource,Biome1_Flora1_Frequency,Biome1_Flora1_Name,Biome1_Flora1_Resource,Biome1_Flora2_Frequency,Biome1_Flora2_Name,Biome1_Flora2_Resource,Biome1_Flora3_Frequency,Biome1_Flora3_Name,Biome1_Flora3_Resource,Biome1_Flora4_Frequency,Biome1_Flora4_Name,Biome1_Flora4_Resource,Biome2_Name,Biome2_Chance,Biome2_Fauna0,Biome2_Fauna1,Biome2_Fauna2,Biome2_Fauna3,Biome2_Fauna4,Biome2_Fauna5,Biome2_Fauna6,Biome2_Fauna7,Biome2_Fauna8,Biome2_FloraCount,Biome2_Flora0_Frequency,Biome2_Flora0_Name,Biome2_Flora0_Resource,Biome2_Flora1_Frequency,Biome2_Flora1_Name,Biome2_Flora1_Resource,Biome2_Flora2_Frequency,Biome2_Flora2_Name,Biome2_Flora2_Resource,Biome2_Flora3_Frequency,Biome2_Flora3_Name,Biome2_Flora3_Resource,Biome2_Flora4_Frequency,Biome2_Flora4_Name,Biome2_Flora4_Resource,Biome2_Flora5_Frequency,Biome2_Flora5_Name,Biome2_Flora5_Resource,Biome2_Flora6_Frequency,Biome2_Flora6_Name,Biome2_Flora6_Resource,Biome3_Name,Biome3_Chance,Biome3_Fauna0,Biome3_Fauna1,Biome3_Fauna2,Biome3_Fauna3,Biome3_Fauna4,Biome3_Fauna5,Biome3_Fauna6,Biome3_Fauna7,Biome3_Fauna8,Biome3_FloraCount,Biome3_Flora0_Frequency,Biome3_Flora0_Name,Biome3_Flora0_Resource,Biome3_Flora1_Frequency,Biome3_Flora1_Name,Biome3_Flora1_Resource,Biome3_Flora2_Frequency,Biome3_Flora2_Name,Biome3_Flora2_Resource,Biome3_Flora3_Frequency,Biome3_Flora3_Name,Biome3_Flora3_Resource,Biome3_Flora4_Frequency,Biome3_Flora4_Name,Biome3_Flora4_Resource,Biome3_Flora5_Frequency,Biome3_Flora5_Name,Biome3_Flora5_Resource,Biome3_Flora6_Frequency,Biome3_Flora6_Name,Biome3_Flora6_Resource,Biome4_Name,Biome4_Chance,Biome4_Fauna0,Biome4_Fauna1,Biome4_Fauna2,Biome4_Fauna3,Biome4_Fauna4,Biome4_Fauna5,Biome4_Fauna6,Biome4_FloraCount,Biome4_Flora0_Frequency,Biome4_Flora0_Name,Biome4_Flora0_Resource,Biome4_Flora1_Frequency,Biome4_Flora1_Name,Biome4_Flora1_Resource,Biome4_Flora2_Frequency,Biome4_Flora2_Name,Biome4_Flora2_Resource,Biome4_Flora3_Frequency,Biome4_Flora3_Name,Biome4_Flora3_Resource,Biome4_Flora4_Frequency,Biome4_Flora4_Name,Biome4_Flora4_Resource,Biome4_Flora5_Frequency,Biome4_Flora5_Name,Biome4_Flora5_Resource,Biome5_Name,Biome5_Chance,Biome5_Fauna0,Biome5_Fauna1,Biome5_Fauna2,Biome5_Fauna3,Biome5_Fauna4,Biome5_Fauna5,Biome5_Fauna6,Biome5_FloraCount,Biome5_Flora0_Frequency,Biome5_Flora0_Name,Biome5_Flora0_Resource,Biome5_Flora1_Frequency,Biome5_Flora1_Name,Biome5_Flora1_Resource,Biome5_Flora2_Frequency,Biome5_Flora2_Name,Biome5_Flora2_Resource,Biome5_Flora3_Frequency,Biome5_Flora3_Name,Biome5_Flora3_Resource,Biome5_Flora4_Frequency,Biome5_Flora4_Name,Biome5_Flora4_Resource,Biome5_Flora5_Frequency,Biome5_Flora5_Name,Biome5_Flora5_Resource,Biome6_Name,Biome6_Chance,Biome6_Fauna0,Biome6_Fauna1,Biome6_Fauna2,Biome6_Fauna3,Biome6_Fauna4,Biome6_Fauna5,Biome6_FloraCount,Biome6_Flora0_Frequency,Biome6_Flora0_Name,Biome6_Flora0_Resource,Biome6_Flora1_Frequency,Biome6_Flora1_Name,Biome6_Flora1_Resource,Biome6_Flora2_Frequency,Biome6_Flora2_Name,Biome6_Flora2_Resource,Biome6_Flora3_Frequency,Biome6_Flora3_Name,Biome6_Flora3_Resource,Biome6_Flora4_Frequency,Biome6_Flora4_Name,Biome6_Flora4_Resource,Biome7_Name,Biome7_Chance,Biome7_Fauna0,Biome7_Fauna1,Biome7_Fauna2,Biome7_Fauna3,Biome7_Fauna4,Biome7_Fauna5,Biome7_Fauna6,Biome7_FloraCount,Biome7_Flora0_Frequency,Biome7_Flora0_Name,Biome7_Flora0_Resource,Biome7_Flora1_Frequency,Biome7_Flora1_Name,Biome7_Flora1_Resource,Biome7_Flora2_Frequency,Biome7_Flora2_Name,Biome7_Flora2_Resource,Biome7_Flora3_Frequency,Biome7_Flora3_Name,Biome7_Flora3_Resource,Worldspace0_Name,Worldspace0_Lat,Worldspace0_Lon,Worldspace1_Name,Worldspace1_Lat,Worldspace1_Lon,Worldspace2_Name,Worldspace2_Lat,Worldspace2_Lon,Worldspace3_Name,Worldspace3_Lat,Worldspace3_Lon,Worldspace4_Name,Worldspace4_Lat,Worldspace4_Lon,Worldspace5_Name,Worldspace5_Lat,Worldspace5_Lon,Worldspace6_Name,Worldspace6_Lat,Worldspace6_Lon,Worldspace7_Name,Worldspace7_Lat,Worldspace7_Lon,Worldspace8_Name,Worldspace8_Lat,Worldspace8_Lon,Worldspace9_Name,Worldspace9_Lat,Worldspace9_Lon,Worldspace10_Name,Worldspace10_Lat,Worldspace10_Lon
PontemPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,1328336026,,,Pontem,PontemSurfaceTree [SFTR:001661D4],0.36,Pontem,Moon,1528787.5,210743.4453,1528787.5,0.0,0.247800108764569,1390946.0,0.192,0.0,0.0,True,False,11503000.0,0.003,1227.0,0.09,118720 (Wolf),2,3,,,,,,,False,AtmoNoneFrozen [ATMO:0000AC31],0.0,0.0,0.0,,0.0,0.0,0.0,-231.0,,,,,,,True,True,True,True,True,True,True,Low,,Deep Freeze,Oceanic,Ice,,,,,,Coralline Landmass,,,,,,,,,,,,,,,,,,,,"FrozenNoLife09 ""Frozen Plains"" [BIOM:000FC61C]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PontusPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,4292993960,,,Pontus,PontusSurfaceTree [SFTR:0004C2B3],0.35,Pontus,Moon,52469.004,52428.1012,54540.3753,0.0395,0.0728133930901686,52364.0,0.4189,0.0,0.0,True,False,4376000.0,0.002,1054.0,0.08,72957 (Olympus),3,8,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-150.0,,,True,,,,True,True,True,True,True,True,True,Low,,Frozen,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife10 ""Craters"" [BIOM:000C5718]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaI-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,4082719386,,,Porrima I-a,PorrimaI-aSurfaceTree [SFTR:001679A6],0.41,Porrima I-a,Moon,319564.7885,319353.8387,331174.2577,0.0363,0.205599791606267,319958.0,0.3491,0.0,0.0,True,False,120199000.0,0.027,2292.0,0.21,61748 (Porrima),1,8,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,127.0,,,True,,,,True,True,True,True,True,True,True,Low,,Scorched,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife11 ""Craters"" [BIOM:000C5717]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaI-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,1783630624,,,Porrima I-b,PorrimaI-bSurfaceTree [SFTR:00167991],0.36,Porrima I-b,Moon,452511.1007,452026.8878,473439.2866,0.0462,0.0535083056966464,453397.0,0.3142,0.0,0.0,True,False,89230000.0,0.004,1325.0,0.09,61748 (Porrima),1,9,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,162.0,,,True,,,,True,True,True,True,True,True,True,Low,,Scorched,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife12 ""Craters"" [BIOM:000C5716]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaII-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_Planetoid_01.nif,,,,Porrima II-a,NULL - Null Reference [00000000],0.31,Porrima II-a,Moon,44657.5922,44657.3953,44790.2253,0.003,1.67709914221565,44658.0,0.2269,0.0,0.0,True,False,2538000.0,0.0,632.0,0.05,61748 (Porrima),2,11,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,35.0,,True,True,,,,True,True,True,True,True,True,True,Low,,Temperate,True,Asteroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaII-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2563376737,,,Porrima II-b,PorrimaII-bSurfaceTree [SFTR:001679A4],0.5,Porrima II-b,Moon,77818.6754,77812.8631,78769.7753,0.0122,0.130273124323289,77830.0,0.0698,0.0,0.0,True,False,21229000.0,0.201,4469.0,0.41,61748 (Porrima),2,12,,,Barren,,,,False,ATMO_PorrimaII-b [ATMO:0000996D],0.25,0.0025,0.001,,0.0,0.0,0.0,36.0,,,True,,,,True,Unlikely,Unlikely,M,True,True,True,Low,Thin,Temperate,True,Barren,,Boiled Seas,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife01 ""Craters"" [BIOM:0025F490]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaII-cPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,4023203575,,,Porrima II-c,PorrimaII-cSurfaceTree [SFTR:00167997],0.48,Porrima II-c,Moon,248790.3455,248346.3262,263647.6073,0.0597,0.0136240405201912,249583.0,0.3665,0.0,0.0,True,False,59362000.0,0.135,4011.0,0.34,61748 (Porrima),2,10,,,Rock,,,,False,ATMO_PorrimaII-c [ATMO:0000996C],0.25,0.0025,0.001,,0.0,0.0,0.0,37.0,,,True,,,,True,Unlikely,Unlikely,CO2,True,True,True,Low,Thin,Temperate,True,Rock,,,,,,,,,,,,,,,,,,Prismatic Plumes,,,,Solar Storm Seasons,,,,"DesertRockyNoLife06 ""Rocky Desert"" [BIOM:0011445C]",50.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"DesertSandyNoLife03 ""Sandy Desert"" [BIOM:001A2F12]",50.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaIII-aPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,15383760,,,Porrima III-a,PorrimaIII-aSurfaceTree [SFTR:0016797A],0.34,Porrima III-a,Moon,270668.0,80099.1997,283102.6419,0.0481,0.182233322930336,270668.0,0.314199,0.0,0.0,True,False,49469000.0,0.003,1005.0,0.1,61748 (Porrima),3,13,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-18.0,,,True,,,,True,True,True,True,True,True,True,Low,,Cold,True,Barren,,,Bolide Bombardment,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife02 ""Craters"" [BIOM:00216D44]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaIII-bPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,2581851498,,,Porrima III-b,PorrimaIII-bSurfaceTree [SFTR:001679A9],0.37,Porrima III-b,Moon,314828.8056,314774.1894,320692.8069,0.0186,0.0840131712118785,314934.0,0.2793,0.0,0.0,True,False,83319000.0,0.008,1426.0,0.15,61748 (Porrima),3,14,,,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,-17.0,,,True,,,,True,True,True,True,True,True,True,Low,,Cold,True,Barren,,,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife03 ""Craters"" [BIOM:000A86DC]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaIIIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,1771526313,,,Porrima III,PorrimaIIISurfaceTree [SFTR:002406A1],0.48,Porrima III,Planet,720473174.695646,718736201.790224,770471851.6,0.069397,0.143116995692253,723520000.0,0.226893,2.4,0.0,True,False,3108398000.0,0.137,3904.0,2.01,61748 (Porrima),0,3,Yes,Average,Rock,,,,False,ATMO_PorrimaIII [ATMO:0000996E],0.25,0.0025,0.001, NONE,0.0,-119541730.0,0.0,-18.0,,,,,,True,Average,Unlikely,Unlikely,M,Marginal,Marginal,Safe,Extreme,Thin,Cold,Oceanic,Rock,,,,,,,,,,,,,,,,,,,,Sentient Microbial Colonies,,,,,,"OceanLife05 ""Ocean"" [BIOM:0007F889]",23.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,"ForestConiferousLife35 ""Coniferous Forest"" [BIOM:001160EC]",6.0,PCM_Porrima_Porrima-III_Critter01 [NPC_:00196BAF],"PCM_Porrima_Porrima-III_Predator01 ""Red Mile Mauler"" [NPC_:00196BB2]",PCM_Porrima_Porrima-III_Prey01 [NPC_:00196BB1],PCM_Porrima_Porrima-III_Prey02 [NPC_:00196BB0],,,,,4.0,100,"FloraBiomeForestConiferous07 ""Sweet Canis Vine"" [FLOR:00185483]","OrgCommonNutrient_Leaf ""Nutrient (Leaf)"" [MISC:00260DF5]",100,"FloraBiomeForestConiferous01 ""Broadleaf Rose"" [FLOR:00185489]","OrgCommonStructural_Root ""Structural (Root)"" [MISC:00260D69]",100,"FloraBiomeForestConiferous06 ""Forest Wisp"" [FLOR:00185484]","OrgCommonToxin_Sap ""Toxin (Sap)"" [MISC:00260DDE]",100,"FloraBiomeForestConiferous10 ""Terra Root"" [FLOR:0018547D]","OrgCommonFiber_Root ""Fiber (Root)"" [MISC:00260DF0]",,,,"FrozenLifeRedMile ""Frozen Plains"" [BIOM:001C068A]",56.0,PCM_Porrima_Porrima-III_Critter01 [NPC_:00196BAF],"PCM_Porrima_Porrima-III_Predator01 ""Red Mile Mauler"" [NPC_:00196BB2]",PCM_Porrima_Porrima-III_Prey01 [NPC_:00196BB1],PCM_Porrima_Porrima-III_Prey02 [NPC_:00196BB0],,,,,,4.0,10,"FloraBiomeForestConiferous10 ""Terra Root"" [FLOR:0018547D]","OrgCommonFiber_Root ""Fiber (Root)"" [MISC:00260DF0]",10,"FloraBiomeForestConiferous06 ""Forest Wisp"" [FLOR:00185484]","OrgCommonToxin_Sap ""Toxin (Sap)"" [MISC:00260DDE]",10,"FloraBiomeForestConiferous01 ""Broadleaf Rose"" [FLOR:00185489]","OrgCommonStructural_Root ""Structural (Root)"" [MISC:00260D69]",10,"FloraBiomeForestConiferous07 ""Sweet Canis Vine"" [FLOR:00185483]","OrgCommonNutrient_Leaf ""Nutrient (Leaf)"" [MISC:00260DF5]",,,,,,,,,,"CrateredLife01 ""Craters"" [BIOM:00215CC3]",15.0,PCM_Porrima_Porrima-III_Critter01 [NPC_:00196BAF],"PCM_Porrima_Porrima-III_Predator01 ""Red Mile Mauler"" [NPC_:00196BB2]",PCM_Porrima_Porrima-III_Prey01 [NPC_:00196BB1],PCM_Porrima_Porrima-III_Prey02 [NPC_:00196BB0],,,,,,4.0,50,"FloraBiomeForestConiferous10 ""Terra Root"" [FLOR:0018547D]","OrgCommonFiber_Root ""Fiber (Root)"" [MISC:00260DF0]",50,"FloraBiomeForestConiferous06 ""Forest Wisp"" [FLOR:00185484]","OrgCommonToxin_Sap ""Toxin (Sap)"" [MISC:00260DDE]",50,"FloraBiomeForestConiferous01 ""Broadleaf Rose"" [FLOR:00185489]","OrgCommonStructural_Root ""Structural (Root)"" [MISC:00260D69]",50,"FloraBiomeForestConiferous07 ""Sweet Canis Vine"" [FLOR:00185483]","OrgCommonNutrient_Leaf ""Nutrient (Leaf)"" [MISC:00260DF5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"settleredmile ""Red Mile"" [WRLD:00141E6E]",1.043845105764,-2.273746754631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaIIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet_atmo_effect.nif,2442811386,,640828449,Porrima II,PorrimaIISurfaceTree [SFTR:00167976],0.63,Porrima II,Planet,358579851.4946,358506939.9169,365810614.2,0.020165,0.0314159274101257,358720000.0,0.05236,1.5,0.0,True,False,4472557000.0,3.299,9039.0,1.24,61748 (Porrima),0,2,Yes,Very Strong,Rock,,,,False,ATMO_PorrimaII [ATMO:0000996B],0.25,0.0025,0.001,,0.0,0.0,0.0,32.0,,,,,,True,Powerful,Possible,Possible,O2,Moderate,Moderate,Safe,Terrestrial,Extr,Temperate,Terrestrial,Rock,,,,,,,,,Ecological Consortium,,,,,,,,,,,,,,,,,"OceanLife06 ""Ocean"" [BIOM:0007D724]",50.0,PCM_Porrima_Porrima-II_Predator02_Swimmer [NPC_:00194899],PCM_Porrima_Porrima-II_Prey03_Swimmer [NPC_:00194896],,,,,,,0.0,,,,,,,,,,,,,,,,"ForestTropicalLifeParadiso ""Tropical Forest"" [BIOM:00110FCB]",50.0,PCM_Porrima_Porrima-II_Critter01 [NPC_:00194895],PCM_Porrima_Porrima-II_Predator01_Flyer [NPC_:0019489A],PCM_Porrima_Porrima-II_Prey01 [NPC_:00194898],PCM_Porrima_Porrima-II_Prey02_Flyer [NPC_:00194897],,,,,5.0,100,"FloraBiomeDesertSandy07 ""Stinging Flutterleaf"" [FLOR:00185505]","OrgUncommonSpice_Sap ""Spice (Sap)"" [MISC:00260DBE]",100,"FloraBiomeDesertSandy03 ""Sandclaw"" [FLOR:00185509]","OrgRareAromatic_Seed ""Aromatic (Seed)"" [MISC:00260DD8]",100,"FloraBiomeDesertSandy09 ""Bristle Barrel"" [FLOR:00185503]","OrgUncommonSpice_Sap ""Spice (Sap)"" [MISC:00260DBE]",100,"FloraBiomeDesertSandy06 ""Dunetangle"" [FLOR:00185506]","OrgCommonFiber_Root ""Fiber (Root)"" [MISC:00260DF0]",100,"FloraBiomeDesertSandy04 ""Hecate's Fireleaf"" [FLOR:00185508]","OrgCommonSealant_Sap ""Sealant (Sap)"" [MISC:00260DC4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"settleparadisoworld ""Paradiso"" [WRLD:00244CAA]",0.073976328865,0.685610863801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PorrimaIPlanetData,Data/Meshes/Planets/HoudiniPlanets/HoudiniPlanet.nif,4265307431,,,Porrima I,PorrimaISurfaceTree [SFTR:001679A7],0.49,Porrima I,Planet,286215897.133927,285614311.815815,304763259.7,0.064802,0.0287979319691658,287280000.0,0.05236,0.5,0.0,True,False,1329317000.0,0.171,4299.0,0.38,61748 (Porrima),0,1,,Very Weak,Barren,,,,False,AtmoNone [ATMO:003D248F],0.0,0.0,0.0,,0.0,0.0,0.0,179.0,,,True,,,,Very Weak,True,True,True,True,True,True,Low,,Scorched,True,Barren,,Boiled Seas,,,,,,,,,,,,,,,,,,,,,,,,"CrateredNoLife04 ""Craters"" [BIOM:00215CC2]",100.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
